Grant Id,CIA Full Name,Grant Admin Institution,State,Sector ,CEO Taxonomy,Main Funding Group,Funding Scheme,RMIS Grant Subtype,Scientific Title,Simplified Title,App Year,Start Year,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Total (Cal Yr),Broad Research Area ,Main Category FOR,Field Of Research (FOR),Research KW 1,Research KW 2,Research KW 3,Research KW 4,Research KW 5,Health KW 1,Health KW 2,Health KW 3,Health KW 4,Health KW 5
627002,A/Pr Christine  Feinle-Bisset,University of Adelaide,SA,university,Building Capacity-People,People Support,NHMRC Established Career Awards,NHMRC Research Fellowship,Uncoupled Research Fellowship,Uncoupled Research Fellowship,2009,2010,,,,,,,,"$126,101","$126,101","$126,101","$126,101","$126,101",,,,"$630,505",Clinical Medicine and Science,CLINICAL SCIENCES,Endocrinology,Appetite,Body weight regulation,Dietary restriction,Energy intake regulation,Gastrointestinal adaption,,,,,
627003,Dr Gabrielle Todd,University of South Australia,SA,University,Building Capacity-People,People Support,Career Development Award,Biomedical CDA,Human motor cortex function in health and disease,Control of voluntary movement in health and disease,2009,2010,,,,,,,,"$64,347","$96,040","$96,040","$96,040","$31,693",,,,"$384,160",Clinical Medicine and Science,HUMAN MOVEMENT AND SPORTS SCIENCE,Motor Control,Parkinson's disease,Essential tremor,Drug abuse,,,motor cortex,motor control,movement disorders,transcranial magnetic stimulation,drug abuse
627005,Dr Jodie M Dodd,University of Adelaide,SA,University,Building Capacity-People,People Support,NHMRC Established Career Awards,Practitioner Fellowship,Practitioner Fellowship,Practitioner Fellowship,2009,2010,,,,,,,,"$63,718","$85,774","$85,774","$85,774","$85,774",,,,"$406,814",Clinical Medicine and Science,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Obstetrics and Gynaecology,Diet and lifestyle intervention,Infant and childhood health,Maternal health,Obesity,Randomised controlled trial,,,,,
627007,A/Pr Jeremy G Thompson,University of Adelaide,SA,university,Building Capacity-People,People Support,NHMRC Established Career Awards,NHMRC Research Fellowship,Uncoupled Research Fellowship,Uncoupled Research Fellowship,2009,2010,,,,,,,,"$141,101","$141,101","$141,101","$141,101","$141,101",,,,"$705,505",Basic Science,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Reproduction,Development,Embryo,Environment,Oocyte,,,,,,
627011,A/Pr Karen L Jones,University of Adelaide,SA,University,Building Capacity-People,People Support,Career Development Award,Clinical CDA,"Gastric, small intestinal and cardiovascular mechanisms of postprandial hypotension in the elderly",Mechanisms associated with falls in blood pressure after meals in the elderly,2009,2010,,,,,,,,"$71,174","$106,230","$106,230","$106,230","$61,613",,,,"$451,477",Clinical Medicine and Science,ONCOLOGY AND CARCINOGENESIS,Haematological Tumours,Ageing,Cardiac function,Gastrointestinal function,Nutrition in the aged,Postprandial hypotension,,,,,
627015,A/Pr Andreas  Evdokiou,University of Adelaide,SA,University,Building Capacity-People,People Support,Career Development Award,Biomedical CDA,Novel therapeutic approaches for the treatment of skeletal malignancies,Targeting cancer in bone,2009,2010,,,,,,,,"$106,230","$106,230","$106,230","$106,230",,,,,"$424,920",Basic Science,ONCOLOGY AND CARCINOGENESIS,Oncology and Carcinogenesis not elsewhere classified,Bone metastasis,Cancer therapeutics,Skeletal malignancy,,,,,,,
627017,A/Pr Sarah A Robertson,University of Adelaide,SA,university,Building Capacity-People,People Support,NHMRC Established Career Awards,NHMRC Research Fellowship,Uncoupled Research Fellowship,Uncoupled Research Fellowship,2009,2010,,,,,,,,"$153,074","$153,074","$153,074","$153,074","$153,074",,,,"$765,370",Basic Science,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Reproduction,cytokines,fetal growth,pregnancy,reproductive immunology,uterus,,,,,
627018,Dr Grant  Buchanan,University of Adelaide,SA,University,Building Capacity-People,People Support,Career Development Award,Biomedical CDA,Androgen receptor action in the prostate cancer microenvironment,Testosterone and the growth of prostate cancer,2009,2010,,,,,,,,"$96,040","$96,040","$96,040","$96,040",,,,,"$384,160",Basic Science,ONCOLOGY AND CARCINOGENESIS,Oncology and Carcinogenesis not elsewhere classified,Androgen Receptors,Microenvironment,Molecular Oncology,Steriod Hormone receptors,Transcriptome,,,,,
627033,Dr Lynne C Giles,University of Adelaide,SA,University,Building Capacity-People,People Support,Training Fellowship (Australia),Public Health (Australia) Fellowship,The social determinants of women's and children's health across the lifecourse,How do social factors affect women's and children's health?,2009,2010,,,,,,,,"$72,508","$72,508","$72,508","$72,508",,,,,"$290,032",Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,Child development,Longitudinal study,Mental health,Social determinants of health,Women's health,,,,,
627037,Dr David S Brennan,University of Adelaide,SA,University,Building Capacity-People,People Support,Career Development Award,Population Health CDA,Use of services and oral health outcomes,Dental service outcomes,2009,2010,,,,,,,,"$106,230","$106,230","$106,230","$106,230",,,,,"$424,920",Public Health,DENTISTRY,Dentistry not elsewhere classified,Health Services Research,Oral Health,Oral-health-related quality of life,,,,,,,
627049,Dr Ying  Zhang,University of Adelaide,SA,University,Building Capacity-People,People Support,Training Fellowship (Australia),Public Health (Australia) Fellowship,Adaptation to climate change in the Australian ageing population,Adaptation to climate change in the Australian ageing population,2009,2010,,,,,,,,"$72,508","$72,508","$72,508","$72,508",,,,,"$290,032",Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,climate change,policy development,population health,,,,,,,
627055,Dr Peter J Psaltis,University of Adelaide,SA,University,Building Capacity-People,People Support,Training Fellowship (Overseas),CJ Martin Fellowship,The myelopoietic potential of vascular adventitial progenitor cells (APCs) and their role in atherosclerosis.,Understanding the properties of vascular-resident cells and the role they play in atherosclerosis.,2009,2010,,,,,,,,"$107,357","$97,252","$87,508","$87,508",,,,,"$379,625",Basic Science,CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY,Cardiology (incl. Cardiovascular Diseases),Atherosclerosis,Cell Biology,Myelopoiesis,Vascular development,Vascular progenitor cells,,,,,
627061,Dr Adam G Elshaug,University of Adelaide,SA,University,Building Capacity-People,People Support,Training Fellowship (Overseas),Sidney Sax Fellowship,"Comparative effectiveness, comparative value: reducing waste to reinvest in safe, effective and cost-effective care","Comparative effectiveness, comparative value: reducing waste to reinvest in safe, effective and cost-effective care",2009,2011,,,,,,,,,"$49,047","$98,093","$49,047","$72,508","$72,508",,,"$341,203",Health Services Research,PUBLIC HEALTH AND HEALTH SERVICES,Public Health and Health Services not elsewhere classified,Economic evaluation,Evidence based medicine,Health policy and services evaluation,Policy development,Stakeholder engagement,,,,,
627100,Dr Lisa M Jamieson,University of Adelaide,SA,University,Support for Research,Research Support,NHMRC Project Grants,Priming Grant (New Investigator),Associations between periodontal disease and cardiovascular surrogate endpoints in an adult Indigenous population,Associations between periodontal disease and cardiovascular surrogate endpoints in an adult Indigenous population,2009,2010,,,,,,,,"$451,540","$451,540","$420,333",,,,,,"$1,323,413",Clinical Medicine and Science,CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY,Cardiology (incl. Cardiovascular Diseases),Aboriginal,Cardiovascular risk,Community intervention study,Periodontal disease,,Aboriginal,Cardiovascular risk,Community intervention study,Periodontal disease,
627101,Dr Lisa M Jamieson,University of Adelaide,SA,University,Support for Research,Research Support,NHMRC Project Grants,Priming Grant (New Investigator),An oral health literacy intervention among rural Indigenous adults,An oral health literacy intervention among rural Indigenous adults,2009,2010,,,,,,,,"$186,220","$186,220","$186,220",,,,,,"$558,660",Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Aboriginal and Torres Strait Islander Health,Aboriginal,Epidemiological research methods,Health literacy,Oral health,Self-efficacy,Aboriginal,Epidemiological research methods,Health literacy,Oral health,Self-efficacy
627104,A/Pr Michael C Ridding,University of Adelaide,SA,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,The influence of human cortical rhythms on the induction of plasticity,Brain rhythms and plasticity,2009,2010,,,,,,,,"$118,458","$87,888","$87,888",,,,,,"$294,234",Basic Science,NEUROSCIENCES,Central Nervous System,cortical plasticity,electroencephalography,human,magnetic stimulation,motor cortex,cortical plasticity,motor control,motor cortex,movement disorders,stroke
627110,Prof Glyn G Jamieson,University of Adelaide,SA,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Comparison of pre- and perioperative immunonutrition in patients undergoing surgical resection of oesophageal cancer,Comparison of a specialised nutrition supplement to another supplement in patients undergoing oesophageal cancer surgery,2009,2010,,,,,,,,"$156,161","$202,016","$196,921","$151,066",,,,,"$706,164",Clinical Medicine and Science,NUTRITION AND DIETICS,Nutrition and Dietetics not elsewhere classified,complications of major surgery,feeding and nutrition,oesophageal cancer,randomised controlled trial,specialised nutrition support,cancer of the oesophagus,nutrition,patient related health outcomes,reduced complications,surgery
627118,Dr Natalie D Luscombe-Marsh,University of Adelaide,SA,University,Support for Research,Research Support,NHMRC Project Grants,Priming Grant (New Investigator),Effects of dietary protein on gastrointestinal function: Implications for the regulation of energy intake in obesity,"Dietary protein, gastrointestinal function and the regulation of energy intake",2009,2010,,,,,,,,"$222,650","$222,650","$222,650",,,,,,"$667,950",Clinical Medicine and Science,NUTRITION AND DIETICS,Nutritional Physiology,Body weight regulation,Dietary protein,Energy intake,Gastrointestinal hormonal and motor function,Obesity,Endocrinology,Nutrition/diet/energy intake,Obesity/diet therapy,Satiety,Weight loss
627123,Dr Kathryn L Gatford,University of Adelaide,SA,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,"Preventing impaired beta-cell plasticity, insulin secretion and diabetes after IUGR",Improving insulin secretion in the individual who grew poorly before birth,2009,2010,,,,,,,,"$249,144","$249,144","$249,144",,,,,,"$747,432",Basic Science,CLINICAL SCIENCES,Foetal Development and Medicine,epigenetics,fetal origins of adult disease,insulin secretion,intervention study,plasticity,diabetes prevention,fetal origins of adult disease,intrauterine growth restriction,non-insulin dependent diabetes,
627127,Dr Richard L Young,University of Adelaide,SA,University,Support for Research,Research Support,NHMRC Project Grants,Priming Grant (New Investigator),Glucose detection pathways in the gut,Glucose detection pathways in the gut,2009,2010,,,,,,,,"$146,098","$135,908","$135,908",,,,,,"$417,914",Basic Science,NUTRITION AND DIETICS,Nutritional Physiology,epithelial biology,gastrointestinal motility,human physiology,intestinal reflexes,type 2 diabetes,Disordered gastrointestinal motility,Epithelial function,Nutrition,"gastroparesis, delayed gastric emptying",type 2 diabetes
627130,A/Pr Jonathan  Karnon,University of Adelaide,SA,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Integrating health technology assessment and service delivery and organisation to maximise health gains,Improving health outcomes by improving service delivery and organisation,2009,2010,,,,,,,,"$162,172","$94,664",,,,,,,"$256,836",Health Services Research,APPLIED ECONOMICS,Health Economics,Applied statistics,Economic evaluation,Operations research,,,Health technology assessment,Ophthalmology and vision sciences,Service delivery and organisation,,
627139,A/Pr Christopher K Rayner,University of Adelaide,SA,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Upper gastrointestinal function and glycaemic control in diabetes mellitus,Effects of stomach emptying and small intestinal function on blood glucose regulation in diabetes,2009,2010,,,,,,,,"$273,600","$247,106","$247,106",,,,,,"$767,812",Clinical Medicine and Science,CLINICAL SCIENCES,Gastroenterology,diabetes,gastrointestinal motility,gastroparesis,glycaemic response,incretin response,Diabetes,Gastroparesis,Obesity,,
627140,Dr Anne  Chapman-Smith,University of Adelaide,SA,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Understanding and controlling PAS domain interactions in basic helix-loop-helix transcription factors,Gene regulation by PAS domains,2009,2010,,,,,,,,"$188,004","$213,479","$188,004",,,,,,"$589,487",Basic Science,MEDICINAL AND BIOMOLECULAR CHEMISTRY,Characterisation of Biological Macromolecules,DNA-protein interactions,molecular mechanisms,protein structure,protein-protein interactions,transcriptional regulation,drug development,drug metabolism and xenobiotics,embryonic development,ischemia,tumourigenesis
627142,Prof James C Paton,University of Adelaide,SA,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Molecular analysis of pneumococcal pathogenesis,Understanding pneumococcal disease,2009,2010,,,,,,,,"$213,606","$213,606","$213,606","$213,606","$213,606",,,,"$1,068,030",Basic Science,MEDICAL MICROBIOLOGY,Medical Bacteriology,Streptococcus pneumoniae,in vivo expression,pathogenesis,pneumococcus,virulence gene,Invasive pneumococcal disease,bacteraemia,pneumococcal infection,pneumonia,sepsis
627143,Prof Peter Mark  Bartold,University of Adelaide,SA,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Generation of induced pluripotent stem (iPS) cells and their potential use in periodontal regeneration,Induced pluripotent stem cells and periodontal regeneration,2009,2010,,,,,,,,"$261,499","$261,499","$261,499",,,,,,"$784,497",Basic Science,DENTISTRY,Periodontics,Induced pluripotnet stem cell therapy,Periodontal regeneration,Treatment of periodontal disease,,,Induced pluripotent stem cells,Periodontal Disease,Periodontal regeneration,Stem cell therapy,
627151,Dr David G Mottershead,University of Adelaide,SA,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,The role of growth differentiation factor 9 (GDF9) in human fertility,GDF9 in human fertility,2009,2010,,,,,,,,"$182,909","$193,099","$182,909",,,,,,"$558,917",Basic Science,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Reproduction,TGF-beta family molecules,development of diagnostic immunoassay of oocyte quality,granulosa cell receptor activation,oocyte and embryo developmental competence,regulation of ovarian cell function,IVF,infertility,ovarian dysfunction,,
627159,Prof Donald W Howie,University of Adelaide,SA,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,The risks and benefits of contemporary total hip replacement,The risks and benefits of contemporary total hip replacement,2009,2010,,,,,,,,"$173,675","$160,606","$151,078",,,,,,"$485,359",Clinical Medicine and Science,CLINICAL SCIENCES,Orthopaedics,bone loss,complications of major surgery,computed tomography,dislocation,hip replacement,Assessment of surgical procedures and medical technology,Clinical patient management,Diagnostic methods,Hip replacement,Orthopaedic osteolysis
627174,Prof Robert A Gibson,University of Adelaide,SA,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Does maternal supplementation with n-3 long-chain PUFA in pregnancy influence cognitive development in childhood?,Does fish oil supplementation in pregnancy enhance child development?,2009,2010,,,,,,,,"$211,696","$191,316","$141,258",,,,,,"$544,270",Clinical Medicine and Science,NUTRITION AND DIETICS,Nutrition and Dietetics not elsewhere classified,Child Development,Long-chain Fatty Acids,Maternal Nutrition,Pregnancy,,Child Development,Nutrition Supplementation and/or Depletion,Nutrition in Pregnancy,PGP1 (Project Grant Priority Area 1),
627178,A/Pr Ian M Chapman,University of Adelaide,SA,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,"The effects of testosterone and a nutritional supplement on hospital admissions in under-nourished, older people.",Testosterone and nutritional supplement treatment for undernourished older people.,2009,2010,,,,,,,,"$365,564","$411,419","$260,799",,,,,,"$1,037,782",Clinical Medicine and Science,CLINICAL SCIENCES,Geriatrics and Gerontology,ageing,endocrinology,nutrition,testosterone,undernutrition,ageing,hospital admissions,sarcopenia,undernutrition,
627183,Prof Robert I Richards,University of Adelaide,SA,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Double stranded RNA - the common pathogenic agent in expanded repeat genetically inherited neurodegenerative diseases,RNA can be the toxic agent in a specific group of inherited neurodegenerative diseases,2009,2010,,,,,,,,"$198,194","$198,194","$198,194",,,,,,"$594,582",Basic Science,GENETICS,Genetics not elsewhere classified,Drosophila models of human genetic disease,RNA editing pathways,dominant RNA pathogenesis,dynamic mutations,expanded repeat genetic diseases,Huntington's Disease,Spinocerebellar ataxia,late onset movement disorders,neurodegenerative disease,
627185,Prof Wayne D Tilley,University of Adelaide,SA,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,The essential role of androgen receptor signalling in prostate tumorigenesis,Aberrant androgen receptor signalling and prostate cancer,2009,2010,,,,,,,,"$233,986","$233,986","$233,986",,,,,,"$701,958",Basic Science,CLINICAL SCIENCES,Endocrinology,Androgen,Prostate Cancer,Steroid Hormone Receptors,,,Androgen receptor gene expression,Androgen-independent prostate cancer,Cancer progression,Hormone-dependent cancers,Prostate cancer growth regulation
627189,A/Pr Karen L Jones,University of Adelaide,SA,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,"Gastric, small intestinal and cardiovascular mechanisms of postprandial hypotension.",Mechanisms associated with falls in blood pressure after meals in the elderly.,2009,2010,,,,,,,,"$229,783","$229,783","$229,783",,,,,,"$689,349",Clinical Medicine and Science,CLINICAL SCIENCES,Geriatrics and Gerontology,ageing,blood flow,cardiac function,nutrition in the aged,postprandial hypotension,ageing,nutrition in the aged,postprandial hypotension,,
627195,Dr Jodie M Dodd,University of Adelaide,SA,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Fetal middle cerebral artery Doppler to time second and subsequent fetal transfusions for red cell alloimmunisation.,Fetal middle cerebral artery Doppler to time second and subsequent fetal transfusions for red cell alloimmunisation.,2009,2010,,,,,,,,"$154,123","$143,933","$143,933",,,,,,"$441,989",Clinical Medicine and Science,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Obstetrics and Gynaecology,Diagnostic test evaluation,Fetal anaemia,Maternal health,Perinatal morbidity,Randomised trial,Doppler ultrasound,Infant health outcomes,Maternal health outcomes,Randomised controlled trial,Red cell alloimmunisation
627198,Prof Robert  Vink,University of Adelaide,SA,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Shaken baby syndrome: characterization of a model and evaluation of novel pharmacological therapies,Developing therapy for shaken baby syndrome,2009,2010,,,,,,,,"$150,174","$127,756","$127,756",,,,,,"$405,686",Basic Science,NEUROSCIENCES,Central Nervous System,brain swelling,child abuse,intracranial pressure,shaken baby syndrome,traumatic brain injury,child abuse,neurotrauma,shaken baby syndrome,traumatic brain injury,
627210,Dr Briony E Forbes,University of Adelaide,SA,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Mitogenic and metabolic signalling via the insulin recptor isoform-A,Mechanisms of activation of different insulin receptor signalling pathways,2009,2010,,,,,,,,"$174,757","$174,757","$174,757",,,,,,"$524,271",Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Receptors and Membrane Biology,IGF,insulin,receptor,signalling,structure,cancer,growth factors/receptors,signal transduction,,
627213,Prof Caroline A Crowther,University of Adelaide,SA,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Vaginal progesterone for the prevention of neonatal respiratory distress syndrome - a randomised controlled trial,Vaginal progesterone for the prevention of neonatal respiratory distress syndrome - a randomised controlled trial,2009,2010,,,,,,,,"$303,380","$303,380","$311,965",,,,,,"$918,725",Clinical Medicine and Science,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Paediatrics,Evidence based clinical practice,Multicentre,Neonatal,Randomised controlled trial,Respiratory distress syndrome,Health outcomes,"Infant, premature",Randomised controlled trial,Respiratory distress syndrome,
627222,Dr Haiping  Tan,University of Adelaide,SA,University,Support for Research,Research Support,NHMRC Project Grants,Priming Grant (New Investigator),Prevention and control of caries in older adults in residential aged care,Prevention of caries in older adults,2009,2010,,,,,,,,"$160,364","$191,061",,,,,,,"$351,425",Clinical Medicine and Science,DENTISTRY,Special Needs Dentistry,access to health care,highly dependent older people,oral health,public health,residential aged care,dental caries,oral health,prevention,,
627223,A/Pr Peter  Zalewski,University of Adelaide,SA,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Alveolar macrophage zinc and zinc transporters and their role in phagocytosis,Zinc requirement for lung phagocytosis,2009,2010,,,,,,,,"$98,078","$92,983","$92,983",,,,,,"$284,044",Basic Science,NUTRITION AND DIETICS,Nutritional Physiology,Cigarette smoke,Efferocytosis,Macrophage,Zinc,Zinc transporter,COPD,Smoking,Zinc deficiency,,
627227,Prof Gary A Wittert,University of Adelaide,SA,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,"Effect of sex steroids, inflammation, environmental and biopsychosocial factors on cardiometabolic disease risk in men",Novel causes of heart disease in men,2009,2010,,,,,,,,"$879,789","$662,157","$254,557",,,,,,"$1,796,503",Clinical Medicine and Science,CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY,Cardiology (incl. Cardiovascular Diseases),Endocrinology,Epidemiology,Men's Health,Metabolism,Preventative Health,Cardiovasdcular,Inflammation,Obesity,Sleep,Type 2 Diabetes Mellitus
627228,Prof Caroline A Crowther,University of Adelaide,SA,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Magnesium sulphate in women at risk of preterm birth for fetal neuroprotection -  an individual patient data review,Magnesium sulphate for women at risk of preterm birth for protecting babies' brains,2009,2010,,,,,,,,"$153,804","$120,050",,,,,,,"$273,854",Health Services Research,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,Randomised clinical trials,individual patient data meta-analysis,systematic review,,,cerebral palsy,magnesium sulphate,neuroprotection,preterm birth,
627240,Prof Konrad  Jamrozik,University of Adelaide,SA,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,The Physiology of Health Systems: Port Lincoln as a case study,The Physiology of Health Systems: Port Lincoln as a case study,2009,2010,,,,,,,,"$1,159,489","$540,575","$500,707",,,,,,"$2,200,771",Health Services Research,PUBLIC HEALTH AND HEALTH SERVICES,Health and Community Services,Descriptive epidemiology,Health care delivery,Population-wide health census,Record linkage,,Community services,Duplication of services,Informal care,Population-based evaluation of health care,Unmet need for services
627245,Prof John D Horowitz,University of Adelaide,SA,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Determinants of occurrence and progression of aortic stenosis in bicuspid and tricuspid valves.,Progression of Aortic Stenosis.,2009,2010,,,,,,,,"$178,960","$178,960","$178,960",,,,,,"$536,880",Clinical Medicine and Science,CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY,Cardiology (incl. Cardiovascular Diseases),Endothelial dysfunction,Oxidative stress,Valvular heart disease,,,Aortic stenosis,Bicuspid aortic valve,Endothelial dysfunction,Nitric oxide,Thioredoxin-interacting protein
627302,Dr Muayad MA Alasady,University of Adelaide,SA,University,Building Capacity-People,People Support,NHMRC Scholarship,Medical Postgraduate Scholarship,Atrial Arrhythmogenesis as a Consequence of Myocardial Ischemia,Mechanism of atrial fibrillation during heart attack,2009,2010,,,,,,,,"$26,935","$18,375",,,,,,,"$45,310",Clinical Medicine and Science,CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY,Cardiology (incl. Cardiovascular Diseases),cardiovascular,Atrial fibrillation,electrophysiology,Pathophysiology,Acute coronary syndrome,Atrial fibrillation,Pathophysiology,Electrophysiology,myocardial infarction,Heart failure
627350,Dr Lisa M Jamieson,University of Adelaide,SA,University,Support for Research,Research Support,NHMRC Strategic Awards,International Collaborative Research Grants Scheme,Reducing disease burden and health inequalities arising from chronic dental disease among Indigenous children: an early ,Reducing disease burden and health inequalities arising from chronic dental disease among Indigenous children: an early ,2009,2010,,,,,,,,"$139,004","$278,008","$278,008","$278,008","$278,008","$139,004",,,"$1,390,040",Health Services Research,PUBLIC HEALTH AND HEALTH SERVICES,Aboriginal and Torres Strait Islander Health,ECC intervention,chronic dental disease among indigenous children,,,,,,,,
628010,Prof Warwick R Blood,University of Canberra,ACT,University,Support for Research,Research Support,NHMRC Strategic Awards,Urgent Research - Pandemic Influenza,H1N1 Public and media understandings of A/H1N1 within a risk communication environment,H1N1 Public and media understandings of A/H1N1 within a risk communication environment,2008,2009,,,,,,,"$53,670","$53,670",,,,,,,,"$107,340",Public Health,MEDICAL MICROBIOLOGY,Medical Virology,H1N1 ,,,,,,,,,
628301,Prof Andrew H Kaye,University of Melbourne,VIC,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Molecular mechanisms of tumour-associated seizures,Brain tumors and seizures,2009,2010,,,,,,,,"$139,704","$139,704","$139,704",,,,,,"$419,112",Clinical Medicine and Science,CLINICAL SCIENCES,Surgery,cancer and related disorders,glutamate,neurosurgery,seizures,synaptic mechanisms,antiepileptic drugs,astrocytes,brain tumours,,
628302,Prof Mark J Smyth,University of Melbourne,VIC,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Granzymes as regulators of inflammation,Novel mechansims of inflammation amplified by lymphocytes,2009,2010,,,,,,,,"$192,080","$192,080","$277,930",,,,,,"$662,090",Basic Science,IMMUNOLOGY,Immunology not elsewhere classified,Granzymes,Inflammation,Natural Killer cells,Tumor Immunology,,bacterial sepsis,cancer chemotherapy,cytokines,inflammatory mediators,
628312,Dr Mary  Tolcos,University of Melbourne,VIC,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Does caffeine affect the development of the very immature brain: dose response relationship?,Chronic caffeine exposure and brain development,2009,2010,,,,,,,,"$194,169","$209,454","$194,169",,,,,,"$597,792",Basic Science,CLINICAL SCIENCES,Foetal Development and Medicine,brain development,caffeine,fetal physiology,paediatric (or newborn infant),prematurity,(neonatal) brain injury,apnoea of prematurity,brain development,perinatal health,prematurity
628316,Dr Nicole L La Gruta,University of Melbourne,VIC,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Direct characterisation of naive epitope-specific T cell populations and their influence on immune responses,Defining factors that shape the antiviral immune response,2009,2010,,,,,,,,"$103,173","$103,173","$103,173",,,,,,"$309,519",Basic Science,IMMUNOLOGY,Cellular Immunology,T cell immunity,T cell receptor repertoire,cytotoxic T cell,immune development,viral immunology,Influenza,immunology,vaccination immunology,virus infection,
628319,A/Pr Barbara S Coulson,University of Melbourne,VIC,university,Building Capacity-People,People Support,NHMRC Established Career Awards,NHMRC Research Fellowship,Uncoupled Research Fellowship,Uncoupled Research Fellowship,2009,2010,,,,,,,,"$114,128","$114,128","$114,128","$114,128","$114,128",,,,"$570,640",Basic Science,MEDICAL MICROBIOLOGY,Medical Virology,Rotavirus infection,gut immunity,type 1 diabetes,virus pathogenesis,virus receptors,,,,,
628320,Prof Marshall W. Lightowlers,University of Melbourne,VIC,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Immunological prevention of cysticercosis and hydatid disease,Development of practical vaccines to break the life-cycles of the parasites causing cysticercosis and hydatid disease,2009,2010,,,,,,,,"$166,605","$166,605","$105,211",,,,,,"$438,421",Basic Science,MEDICAL MICROBIOLOGY,Medical Parasitology,Interruption of parasite life-cycles,Parasite transmission control,Vaccine development,,,Cysticercosis,Hydatid disease,Zoonotic disease,,
628331,Prof Stephen J Kent,University of Melbourne,VIC,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Comparative effectiveness of vaccine-induced SIV-specific CD8 T cells,Comparison of HIV vaccines,2009,2010,,,,,,,,"$301,878","$149,028","$149,028",,,,,,"$599,934",Basic Science,CLINICAL SCIENCES,Infectious Diseases,HIV/AIDS,cell-mediated immunity,vaccines,,,HIV/AIDS,cellular immunity,vaccines,,
628335,Dr Dominic C Ng,University of Melbourne,VIC,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,"c-Jun N-terminal Kinase regulation of microtubule destabilizer, Stathmin ",How to keep heart muscle cells alive by strengthening the cell skeleton,2009,2010,,,,,,,,"$176,795","$181,890","$181,890",,,,,,"$540,575",Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Signal Transduction,Cell Death/Apoptosis,Kinase,Microtubules,Phosphorylation,c-Jun/JNK kinase,Cardiac Ischaemia,Dilated Cardiomyopathy,Myocardial Infarction,,
628344,A/Pr Ann M Turnley,University of Melbourne,VIC,university,Building Capacity-People,People Support,NHMRC Established Career Awards,NHMRC Research Fellowship,Uncoupled Research Fellowship,Uncoupled Research Fellowship,2009,2010,,,,,,,,"$114,128","$114,128","$114,128","$114,128","$114,128",,,,"$570,640",Basic Science,NEUROSCIENCES,Central Nervous System,cell signalling,nerve regeneration,nervous system development,nervous system repair,neurogenesis,,,,,
